-0.0224024, -0.0224024, 0.0224024, 0.0224024;
-0.0224325, -0.0224325, 0.0224299, 0.0224299;
-0.0223801, -0.0223801, 0.0223647, 0.0223647;
-0.0222437, -0.0222437, 0.0221967, 0.0221967;
-0.022022, -0.022022, 0.021915, 0.021915;
-0.0217138, -0.0217138, 0.0215085, 0.0215085;
-0.021318, -0.021318, 0.0209658, 0.0209658;
-0.0208334, -0.0208334, 0.020276, 0.020276;
-0.0202587, -0.0202587, 0.0194285, 0.0194285;
-0.0195918, -0.0195918, 0.018414, 0.018414;
-0.0188306, -0.0188306, 0.0172239, 0.0172239;
-0.0179723, -0.0179723, 0.0158512, 0.0158512;
-0.0170135, -0.0170135, 0.0142905, 0.0142905;
-0.0159505, -0.0159505, 0.0125376, 0.0125376;
-0.0147788, -0.0147788, 0.0105898, 0.0105898;
-0.0134936, -0.0134936, 0.00844614, 0.00844614;
-0.0120899, -0.0120899, 0.00610666, 0.00610666;
-0.0105621, -0.0105621, 0.00357295, 0.00357295;
-0.00890473, -0.00890473, 0.000847854, 0.000847854;
-0.00711203, -0.00711203, -0.00206444, -0.00206444;
-0.0051783, -0.0051783, -0.00515844, -0.00515844;
-0.00309788, -0.00309788, -0.00842729, -0.00842729;
-0.000865261, -0.000865261, -0.0118628, -0.0118628;
0.00152488, 0.00152488, -0.0154553, -0.0154553;
0.00407761, 0.00407761, -0.0191937, -0.0191937;
0.00679773, 0.00679773, -0.0230655, -0.0230655;
0.00968966, 0.00968966, -0.0270567, -0.0270567;
0.0127574, 0.0127574, -0.0311518, -0.0311518;
0.0160047, 0.0160047, -0.0353336, -0.0353336;
0.0194346, 0.0194346, -0.0395838, -0.0395838;
0.0230496, 0.0230496, -0.0438822, -0.0438822;
0.0268519, 0.0268519, -0.0482074, -0.0482074;
0.0308428, 0.0308428, -0.0525366, -0.0525366;
0.035023, 0.035023, -0.0568454, -0.0568454;
0.0393924, 0.0393924, -0.0611083, -0.0611083;
0.0439503, 0.0439503, -0.0652985, -0.0652985;
0.0486949, 0.0486949, -0.069388, -0.069388;
0.0536236, 0.0536236, -0.0733478, -0.0733478;
0.0587327, 0.0587327, -0.0771478, -0.0771478;
0.0640178, 0.0640178, -0.0807572, -0.0807572;
0.069473, 0.069473, -0.0841443, -0.0841443;
0.0750915, 0.0750915, -0.0872767, -0.0872767;
0.0808653, 0.0808653, -0.090122, -0.090122;
0.0867852, 0.0867852, -0.0926478, -0.0926478;
0.0928408, 0.0928408, -0.0948235, -0.0948235;
0.0990204, 0.0990204, -0.0966231, -0.0966231;
0.105311, 0.105311, -0.0980304, -0.0980304;
0.111699, 0.111699, -0.0990464, -0.0990464;
0.118168, 0.118168, -0.0996937, -0.0996937;
0.124703, 0.124703, -0.100012, -0.100012;
0.131285, 0.131285, -0.100044, -0.100044;
0.137897, 0.137897, -0.0998221, -0.0998221;
0.144518, 0.144518, -0.0993618, -0.0993618;
0.151129, 0.151129, -0.0986677, -0.0986677;
0.157708, 0.157708, -0.0977355, -0.0977355;
0.164233, 0.164233, -0.0965561, -0.0965561;
0.170681, 0.170681, -0.095118, -0.095118;
0.177027, 0.177027, -0.0934086, -0.0934086;
0.183247, 0.183247, -0.0914153, -0.0914153;
0.189316, 0.189316, -0.0891257, -0.0891257;
0.195207, 0.195207, -0.0865275, -0.0865275;
0.200893, 0.200893, -0.0836088, -0.0836088;
0.206347, 0.206347, -0.0803582, -0.0803582;
0.211541, 0.211541, -0.0767644, -0.0767644;
0.216446, 0.216446, -0.0728169, -0.0728169;
0.221032, 0.221032, -0.0685053, -0.0685053;
0.225272, 0.225272, -0.0638198, -0.0638198;
0.229134, 0.229134, -0.0587513, -0.0587513;
0.232591, 0.232591, -0.0532913, -0.0532913;
0.235614, 0.235614, -0.0474324, -0.0474324;
0.238177, 0.238177, -0.0411678, -0.0411678;
0.240257, 0.240257, -0.034492, -0.034492;
0.241805, 0.241805, -0.0274009, -0.0274009;
0.242638, 0.242638, -0.0198917, -0.0198917;
0.242314, 0.242314, -0.011963, -0.011963;
0.240479, 0.240479, -0.00361456, -0.00361456;
0.237022, 0.237022, 0.00515214, 0.00515214;
0.231883, 0.231883, 0.0143339, 0.0143339;
0.225007, 0.225007, 0.0239253, 0.0239253;
0.216347, 0.216347, 0.0339185, 0.0339185;
0.205864, 0.205864, 0.0443029, 0.0443029;
0.193535, 0.193535, 0.0550653, 0.0550653;
0.179347, 0.179347, 0.0661894, 0.0661894;
0.163308, 0.163308, 0.0776563, 0.0776563;
0.145443, 0.145443, 0.0894437, 0.0894437;
0.125799, 0.125799, 0.101527, 0.101527;
0.104445, 0.104445, 0.113877, 0.113877;
0.0814738, 0.0814738, 0.126464, 0.126464;
0.0570027, 0.0570027, 0.139254, 0.139254;
0.0311721, 0.0311721, 0.15221, 0.15221;
0.00414473, 0.00414473, 0.165295, 0.165295;
-0.0238967, -0.0238967, 0.178468, 0.178468;
-0.0527527, -0.0527527, 0.191686, 0.191686;
-0.0822103, -0.0822103, 0.204906, 0.204906;
-0.112047, -0.112047, 0.218082, 0.218082;
-0.142034, -0.142034, 0.23117, 0.23117;
-0.171941, -0.171941, 0.244121, 0.244121;
-0.201538, -0.201538, 0.256892, 0.256892;
-0.230599, -0.230599, 0.269433, 0.269433;
-0.258903, -0.258903, 0.2817, 0.2817;
-0.28624, -0.28624, 0.293647, 0.293647;
-0.312406, -0.312406, 0.305229, 0.305229;
-0.33721, -0.33721, 0.316402, 0.316402;
-0.360469, -0.360469, 0.327123, 0.327123;
-0.382018, -0.382018, 0.337351, 0.337351;
-0.401698, -0.401698, 0.347045, 0.347045;
-0.41937, -0.41937, 0.356167, 0.356167;
-0.434903, -0.434903, 0.364678, 0.364678;
-0.448184, -0.448184, 0.372544, 0.372544;
-0.459112, -0.459112, 0.379729, 0.379729;
-0.467603, -0.467603, 0.3862, 0.3862;
-0.473584, -0.473584, 0.391926, 0.391926;
-0.476994, -0.476994, 0.396877, 0.396877;
-0.47774, -0.47774, 0.401025, 0.401025;
-0.476518, -0.476518, 0.404345, 0.404345;
-0.474245, -0.474245, 0.40682, 0.40682;
-0.470968, -0.470968, 0.408449, 0.408449;
-0.466682, -0.466682, 0.409166, 0.409166;
-0.461388, -0.461388, 0.408342, 0.408342;
-0.455087, -0.455087, 0.405243, 0.405243;
-0.447778, -0.447778, 0.399761, 0.399761;
-0.439465, -0.439465, 0.391891, 0.391891;
-0.430151, -0.430151, 0.381638, 0.381638;
-0.419843, -0.419843, 0.369025, 0.369025;
-0.40855, -0.40855, 0.35409, 0.35409;
-0.396285, -0.396285, 0.336888, 0.336888;
-0.383063, -0.383063, 0.317491, 0.317491;
-0.368905, -0.368905, 0.295989, 0.295989;
-0.353834, -0.353834, 0.272489, 0.272489;
-0.337878, -0.337878, 0.247114, 0.247114;
-0.321069, -0.321069, 0.220005, 0.220005;
-0.303442, -0.303442, 0.191315, 0.191315;
-0.285038, -0.285038, 0.161212, 0.161212;
-0.265901, -0.265901, 0.129875, 0.129875;
-0.246078, -0.246078, 0.0974935, 0.0974935;
-0.22562, -0.22562, 0.0642648, 0.0642648;
-0.204581, -0.204581, 0.0303915, 0.0303915;
-0.183016, -0.183016, -0.00391948, -0.00391948;
-0.160983, -0.160983, -0.0384587, -0.0384587;
-0.138542, -0.138542, -0.0730161, -0.0730161;
-0.115753, -0.115753, -0.107382, -0.107382;
-0.0926775, -0.0926775, -0.14135, -0.14135;
-0.0693756, -0.0693756, -0.174716, -0.174716;
-0.045909, -0.045909, -0.20728, -0.20728;
-0.0223386, -0.0223386, -0.238847, -0.238847;
0.0012753, 0.0012753, -0.269231, -0.269231;
0.024873, 0.024873, -0.298251, -0.298251;
0.0483956, 0.0483956, -0.325737, -0.325737;
0.071785, 0.071785, -0.351524, -0.351524;
0.0949843, 0.0949843, -0.375463, -0.375463;
0.117937, 0.117937, -0.397413, -0.397413;
0.140589, 0.140589, -0.417246, -0.417246;
0.162886, 0.162886, -0.434846, -0.434846;
0.184775, 0.184775, -0.450113, -0.450113;
0.206205, 0.206205, -0.462961, -0.462961;
0.227125, 0.227125, -0.473317, -0.473317;
0.247486, 0.247486, -0.481126, -0.481126;
0.26724, 0.26724, -0.486349, -0.486349;
0.286341, 0.286341, -0.488946, -0.488946;
0.304744, 0.304744, -0.488898, -0.488898;
0.322404, 0.322404, -0.487258, -0.487258;
0.33928, 0.33928, -0.484646, -0.484646;
0.355338, 0.355338, -0.481092, -0.481092;
0.37054, 0.37054, -0.476606, -0.476606;
0.384855, 0.384855, -0.471203, -0.471203;
0.398249, 0.398249, -0.464897, -0.464897;
0.410691, 0.410691, -0.457708, -0.457708;
0.422151, 0.422151, -0.449651, -0.449651;
0.432601, 0.432601, -0.440748, -0.440748;
0.442014, 0.442014, -0.431018, -0.431018;
0.450364, 0.450364, -0.420482, -0.420482;
0.457628, 0.457628, -0.40916, -0.40916;
0.463784, 0.463784, -0.397076, -0.397076;
0.468812, 0.468812, -0.384251, -0.384251;
0.472695, 0.472695, -0.370708, -0.370708;
0.475418, 0.475418, -0.356471, -0.356471;
0.476982, 0.476982, -0.341564, -0.341564;
0.477406, 0.477406, -0.326011, -0.326011;
0.476146, 0.476146, -0.309839, -0.309839;
0.472087, 0.472087, -0.293072, -0.293072;
0.465084, 0.465084, -0.275736, -0.275736;
0.455162, 0.455162, -0.257855, -0.257855;
0.442365, 0.442365, -0.239456, -0.239456;
0.426758, 0.426758, -0.220567, -0.220567;
0.408426, 0.408426, -0.201219, -0.201219;
0.387476, 0.387476, -0.181443, -0.181443;
0.364035, 0.364035, -0.161274, -0.161274;
0.338249, 0.338249, -0.140747, -0.140747;
0.310282, 0.310282, -0.119901, -0.119901;
0.280315, 0.280315, -0.0987736, -0.0987736;
0.248539, 0.248539, -0.0774077, -0.0774077;
0.215159, 0.215159, -0.0558458, -0.0558458;
0.180388, 0.180388, -0.0341321, -0.0341321;
0.144444, 0.144444, -0.0123124, -0.0123124;
0.107552, 0.107552, 0.00956686, 0.00956686;
0.0699366, 0.0699366, 0.0314582, 0.0314582;
0.0318255, 0.0318255, 0.0533136, 0.0533136;
-0.00655453, -0.00655453, 0.0750845, 0.0750845;
-0.0449776, -0.0449776, 0.0967223, 0.0967223;
-0.0832202, -0.0832202, 0.118178, 0.118178;
-0.121062, -0.121062, 0.139404, 0.139404;
-0.158285, -0.158285, 0.16035, 0.16035;
-0.194679, -0.194679, 0.18097, 0.18097;
-0.230036, -0.230036, 0.201215, 0.201215;
-0.264156, -0.264156, 0.22104, 0.22104;
-0.296848, -0.296848, 0.240398, 0.240398;
-0.327926, -0.327926, 0.259245, 0.259245;
-0.357217, -0.357217, 0.277536, 0.277536;
-0.384556, -0.384556, 0.29523, 0.29523;
-0.409791, -0.409791, 0.312284, 0.312284;
-0.432781, -0.432781, 0.328658, 0.328658;
-0.4534, -0.4534, 0.344314, 0.344314;
-0.471534, -0.471534, 0.359214, 0.359214;
-0.487088, -0.487088, 0.373323, 0.373323;
-0.499979, -0.499979, 0.386605, 0.386605;
-0.510142, -0.510142, 0.399029, 0.399029;
-0.51753, -0.51753, 0.410564, 0.410564;
-0.52211, -0.52211, 0.421181, 0.421181;
-0.523846, -0.523846, 0.430852, 0.430852;
-0.522827, -0.522827, 0.439552, 0.439552;
-0.520392, -0.520392, 0.447259, 0.447259;
-0.516933, -0.516933, 0.453952, 0.453952;
-0.512465, -0.512465, 0.459616, 0.459616;
-0.507, -0.507, 0.464237, 0.464237;
-0.500551, -0.500551, 0.467805, 0.467805;
-0.493134, -0.493134, 0.470314, 0.470314;
-0.484768, -0.484768, 0.471772, 0.471772;
-0.475468, -0.475468, 0.472195, 0.472195;
-0.465255, -0.465255, 0.471066, 0.471066;
-0.454147, -0.454147, 0.467369, 0.467369;
-0.442158, -0.442158, 0.460957, 0.460957;
-0.429304, -0.429304, 0.451865, 0.451865;
-0.4156, -0.4156, 0.440144, 0.440144;
-0.401065, -0.401065, 0.425863, 0.425863;
-0.385717, -0.385717, 0.409104, 0.409104;
-0.36958, -0.36958, 0.389969, 0.389969;
-0.352676, -0.352676, 0.36857, 0.36857;
-0.335032, -0.335032, 0.345036, 0.345036;
-0.316678, -0.316678, 0.319505, 0.319505;
-0.297645, -0.297645, 0.292128, 0.292128;
-0.277969, -0.277969, 0.263065, 0.263065;
-0.257687, -0.257687, 0.232482, 0.232482;
-0.236839, -0.236839, 0.200554, 0.200554;
-0.215469, -0.215469, 0.167462, 0.167462;
-0.193622, -0.193622, 0.133392, 0.133392;
-0.171345, -0.171345, 0.0985328, 0.0985328;
-0.148689, -0.148689, 0.0630775, 0.0630775;
-0.125704, -0.125704, 0.0272216, 0.0272216;
-0.102444, -0.102444, -0.00883779, -0.00883779;
-0.0789624, -0.0789624, -0.0449026, -0.0449026;
-0.0553137, -0.0553137, -0.0807745, -0.0807745;
-0.0315533, -0.0315533, -0.116256, -0.116256;
-0.00773714, -0.00773714, -0.151151, -0.151151;
0.0160789, 0.0160789, -0.185266, -0.185266;
0.039839, 0.039839, -0.218413, -0.218413;
0.0634875, 0.0634875, -0.250405, -0.250405;
0.0869689, 0.0869689, -0.281064, -0.281064;
0.110229, 0.110229, -0.310217, -0.310217;
0.133212, 0.133212, -0.337701, -0.337701;
0.155867, 0.155867, -0.363361, -0.363361;
0.178139, 0.178139, -0.387052, -0.387052;
0.199978, 0.199978, -0.408639, -0.408639;
0.221332, 0.221332, -0.428003, -0.428003;
0.242153, 0.242153, -0.445034, -0.445034;
0.262391, 0.262391, -0.459638, -0.459638;
0.281999, 0.281999, -0.471737, -0.471737;
0.300932, 0.300932, -0.481267, -0.481267;
0.319144, 0.319144, -0.48818, -0.48818;
0.336591, 0.336591, -0.492442, -0.492442;
0.353233, 0.353233, -0.494004, -0.494004;
0.369028, 0.369028, -0.493111, -0.493111;
0.383938, 0.383938, -0.491019, -0.491019;
0.397928, 0.397928, -0.487957, -0.487957;
0.410967, 0.410967, -0.483938, -0.483938;
0.423027, 0.423027, -0.478975, -0.478975;
0.434079, 0.434079, -0.473083, -0.473083;
0.444096, 0.444096, -0.46628, -0.46628;
0.453055, 0.453055, -0.458585, -0.458585;
0.460931, 0.460931, -0.450017, -0.450017;
0.467704, 0.467704, -0.440598, -0.440598;
0.473353, 0.473353, -0.430348, -0.430348;
0.477862, 0.477862, -0.41929, -0.41929;
0.481216, 0.481216, -0.407446, -0.407446;
0.483405, 0.483405, -0.394841, -0.394841;
0.484445, 0.484445, -0.381497, -0.381497;
0.48428, 0.48428, -0.367438, -0.367438;
0.481935, 0.481935, -0.35269, -0.35269;
0.47666, 0.47666, -0.337277, -0.337277;
0.468446, 0.468446, -0.321221, -0.321221;
0.457331, 0.457331, -0.304546, -0.304546;
0.44337, 0.44337, -0.287278, -0.287278;
0.426639, 0.426639, -0.269442, -0.269442;
0.407235, 0.407235, -0.251066, -0.251066;
0.385274, 0.385274, -0.232181, -0.232181;
0.36089, 0.36089, -0.212818, -0.212818;
0.334237, 0.334237, -0.19301, -0.19301;
0.305483, 0.305483, -0.172792, -0.172792;
0.274809, 0.274809, -0.152202, -0.152202;
0.242409, 0.242409, -0.131278, -0.131278;
0.208487, 0.208487, -0.110061, -0.110061;
0.173253, 0.173253, -0.0885934, -0.0885934;
0.136923, 0.136923, -0.0669189, -0.0669189;
0.0997171, 0.0997171, -0.0450824, -0.0450824;
0.0618574, 0.0618574, -0.0231302, -0.0231302;
0.0235673, 0.0235673, -0.00110916, -0.00110916;
-0.0149302, -0.0149302, 0.0209328, 0.0209328;
-0.0534126, -0.0534126, 0.0429474, 0.0429474;
-0.0916597, -0.0916597, 0.0648858, 0.0648858;
-0.129454, -0.129454, 0.0866993, 0.0866993;
-0.166581, -0.166581, 0.108339, 0.108339;
-0.202832, -0.202832, 0.129756, 0.129756;
-0.238003, -0.238003, 0.150901, 0.150901;
-0.271897, -0.271897, 0.171728, 0.171728;
-0.304323, -0.304323, 0.192187, 0.192187;
-0.335101, -0.335101, 0.212233, 0.212233;
-0.364059, -0.364059, 0.23182, 0.23182;
-0.391036, -0.391036, 0.250901, 0.250901;
-0.415884, -0.415884, 0.269434, 0.269434;
-0.438465, -0.438465, 0.287374, 0.287374;
-0.458658, -0.458658, 0.304681, 0.304681;
-0.476354, -0.476354, 0.321313, 0.321313;
-0.49146, -0.49146, 0.337231, 0.337231;
-0.503901, -0.503901, 0.352398, 0.352398;
-0.513617, -0.513617, 0.366776, 0.366776;
-0.520564, -0.520564, 0.380331, 0.380331;
-0.524716, -0.524716, 0.39303, 0.39303;
-0.526035, -0.526035, 0.404841, 0.404841;
-0.524729, -0.524729, 0.415734, 0.415734;
-0.522155, -0.522155, 0.425682, 0.425682;
-0.518581, -0.518581, 0.434661, 0.434661;
-0.514021, -0.514021, 0.442649, 0.442649;
-0.508488, -0.508488, 0.449627, 0.449627;
-0.501996, -0.501996, 0.45558, 0.45558;
-0.494562, -0.494562, 0.460492, 0.460492;
-0.486203, -0.486203, 0.464351, 0.464351;
-0.476937, -0.476937, 0.467149, 0.467149;
-0.466783, -0.466783, 0.46889, 0.46889;
-0.45576, -0.45576, 0.469598, 0.469598;
-0.443888, -0.443888, 0.468975, 0.468975;
-0.431185, -0.431185, 0.465948, 0.465948;
-0.417668, -0.417668, 0.460199, 0.460199;
-0.403352, -0.403352, 0.451756, 0.451756;
-0.388254, -0.388254, 0.440664, 0.440664;
-0.372391, -0.372391, 0.426988, 0.426988;
-0.355782, -0.355782, 0.410805, 0.410805;
-0.338451, -0.338451, 0.392212, 0.392212;
-0.32042, -0.32042, 0.37132, 0.37132;
-0.301719, -0.301719, 0.348252, 0.348252;
-0.282375, -0.282375, 0.323147, 0.323147;
-0.262422, -0.262422, 0.296154, 0.296154;
-0.241897, -0.241897, 0.267431, 0.267431;
-0.220837, -0.220837, 0.237145, 0.237145;
-0.199285, -0.199285, 0.205473, 0.205473;
-0.177284, -0.177284, 0.172595, 0.172595;
-0.15488, -0.15488, 0.138698, 0.138698;
-0.132124, -0.132124, 0.103973, 0.103973;
-0.109065, -0.109065, 0.068613, 0.068613;
-0.085755, -0.085755, 0.032816, 0.032816;
-0.0622483, -0.0622483, -0.00322014, -0.00322014;
-0.038599, -0.038599, -0.039296, -0.039296;
-0.0148623, -0.0148623, -0.075212, -0.075212;
0.00890618, 0.00890618, -0.11077, -0.11077;
0.0326506, 0.0326506, -0.145771, -0.145771;
0.0563151, 0.0563151, -0.180023, -0.180023;
0.079844, 0.079844, -0.213334, -0.213334;
0.103182, 0.103182, -0.245517, -0.245517;
0.126275, 0.126275, -0.276393, -0.276393;
0.149067, 0.149067, -0.305787, -0.305787;
0.171507, 0.171507, -0.333534, -0.333534;
0.193542, 0.193542, -0.359477, -0.359477;
0.215119, 0.215119, -0.383468, -0.383468;
0.23619, 0.23619, -0.405373, -0.405373;
0.256703, 0.256703, -0.425067, -0.425067;
0.276612, 0.276612, -0.44244, -0.44244;
0.29587, 0.29587, -0.457395, -0.457395;
0.31443, 0.31443, -0.46985, -0.46985;
0.332249, 0.332249, -0.479738, -0.479738;
0.349284, 0.349284, -0.48701, -0.48701;
0.365494, 0.365494, -0.491628, -0.491628;
0.380838, 0.380838, -0.493548, -0.493548;
0.395278, 0.395278, -0.492893, -0.492893;
0.408779, 0.408779, -0.490922, -0.490922;
0.421307, 0.421307, -0.487969, -0.487969;
0.432835, 0.432835, -0.48405, -0.48405;
0.443335, 0.443335, -0.479179, -0.479179;
0.452784, 0.452784, -0.473369, -0.473369;
0.461157, 0.461157, -0.466637, -0.466637;
0.468434, 0.468434, -0.459003, -0.459003;
0.474594, 0.474594, -0.450486, -0.450486;
0.479621, 0.479621, -0.441106, -0.441106;
0.483499, 0.483499, -0.430886, -0.430886;
0.486216, 0.486216, -0.419847, -0.419847;
0.487772, 0.487772, -0.408012, -0.408012;
0.488194, 0.488194, -0.395404, -0.395404;
0.487065, 0.487065, -0.382049, -0.382049;
0.483208, 0.483208, -0.36797, -0.36797;
0.476402, 0.476402, -0.353189, -0.353189;
0.466677, 0.466677, -0.337731, -0.337731;
0.454081, 0.454081, -0.321618, -0.321618;
0.438683, 0.438683, -0.304875, -0.304875;
0.42057, 0.42057, -0.28753, -0.28753;
0.399849, 0.399849, -0.269609, -0.269609;
0.376647, 0.376647, -0.251143, -0.251143;
0.351107, 0.351107, -0.232162, -0.232162;
0.323389, 0.323389, -0.2127, -0.2127;
0.293666, 0.293666, -0.192791, -0.192791;
0.262125, 0.262125, -0.172473, -0.172473;
0.228962, 0.228962, -0.151784, -0.151784;
0.194381, 0.194381, -0.130764, -0.130764;
0.158593, 0.158593, -0.109455, -0.109455;
0.121814, 0.121814, -0.0878998, -0.0878998;
0.084262, 0.084262, -0.066144, -0.066144;
